date component trends level seasonal
2012-02-27 2.14 -14.54 11.85 4.66
2012-02-28 8.38 -14.54 11.85 4.80
2012-02-29 0.24 -14.54 10.94 4.93
2012-03-01 1.61 -14.55 10.94 5.07
2012-03-02 0.17 -14.55 10.94 5.21
2012-03-03 -4.63 -14.55 10.94 5.35
2012-03-04 1.07 -14.55 10.94 5.49
2012-03-05 4.50 -14.56 10.94 5.63
2012-03-06 5.10 -14.56 10.94 5.78
2012-03-07 3.65 -14.56 10.94 5.92
2012-03-08 5.24 -14.57 10.94 6.06
2012-03-09 -1.36 -14.57 8.40 6.21
2012-03-10 0.66 -14.57 8.40 6.36
2012-03-11 -11.07 -14.57 8.40 6.50
2012-03-12 -7.70 -14.58 8.40 6.65
2012-03-13 -10.29 -14.58 8.40 6.80
2012-03-14 -7.50 -14.58 8.40 6.95
2012-03-15 -5.13 -14.59 8.40 7.09
2012-03-16 0.96 -14.59 8.40 7.24
2012-03-17 2.27 -14.59 8.40 7.39
2012-03-18 2.57 -14.59 8.40 7.54
2012-03-19 -0.08 -14.60 8.40 7.69
2012-03-20 4.85 -14.60 8.40 7.84
2012-03-21 1.96 -14.60 8.40 7.99
2012-03-22 1.57 -14.61 8.40 8.14
2012-03-23 4.29 -14.61 8.40 8.29
2012-03-24 -4.28 -14.61 8.40 8.44
2012-03-25 1.36 -14.61 8.40 8.59
2012-03-26 -4.08 -14.62 8.40 8.74
2012-03-27 -1.23 -14.62 8.40 8.88
2012-03-28 0.66 -14.62 8.40 9.03
2012-03-29 5.92 -14.63 8.40 9.17
2012-03-30 4.19 -14.63 8.40 9.32
2012-03-31 6.31 -14.63 8.40 9.46
2012-04-01 -4.78 -14.63 8.40 9.60
2012-04-02 -0.61 -14.64 8.40 9.74
2012-04-03 6.22 -14.64 8.40 9.88
2012-04-04 2.18 -14.64 8.40 10.02
2012-04-05 -1.38 -14.65 8.40 10.16
2012-04-06 -0.15 -14.65 8.40 10.29
2012-04-09 0.49 -14.65 8.40 10.68
2012-04-10 -4.46 -14.65 8.40 10.81
2012-04-11 5.38 -14.66 8.40 10.93
2012-04-12 0.52 -14.66 8.40 11.05
2012-04-13 7.54 -14.66 8.40 11.17
2012-04-14 6.85 -14.67 8.40 11.28
2012-04-15 4.84 -14.67 8.40 11.39
2012-04-16 -1.43 -14.67 8.40 11.50
2012-04-17 1.96 -14.67 8.40 11.61
2012-04-18 4.37 -14.68 8.40 11.71
2012-04-19 3.31 -14.68 8.40 11.81
2012-04-20 4.56 -14.68 8.40 11.91
2012-04-21 4.26 -14.69 8.40 12.00
2012-04-22 -0.30 -14.69 8.40 12.09
2012-04-23 -0.25 -14.69 8.40 12.17
2012-04-24 8.08 -14.69 8.40 12.25
2012-04-25 2.52 -14.70 8.40 12.33
2012-04-26 8.71 -14.70 8.40 12.40
2012-04-27 11.40 -14.70 8.40 12.47
2012-04-28 7.47 -14.71 8.40 12.53
2012-04-29 1.03 -14.71 8.40 12.59
2012-04-30 3.29 -14.71 8.40 12.64
2012-05-01 2.66 -14.71 8.40 12.69
2012-05-02 2.84 -14.72 8.40 12.74
2012-05-03 10.39 -14.72 8.40 12.78
2012-05-04 2.08 -14.72 8.40 12.81
2012-05-05 4.95 -14.73 8.40 12.84
2012-05-07 -0.85 -14.73 8.40 12.88
2012-05-08 4.85 -14.73 8.40 12.90
2012-05-09 6.25 -14.73 8.40 12.91
2012-05-10 2.67 -14.74 8.40 12.91
2012-05-11 8.31 -14.74 8.40 12.91
2012-05-12 6.71 -14.74 8.40 12.90
2012-05-13 15.51 -14.75 8.40 12.89
2012-05-14 4.42 -14.75 8.40 12.87
2012-05-15 10.05 -14.75 8.40 12.84
2012-05-16 12.17 -14.76 8.40 12.81
2012-05-17 11.05 -14.76 8.40 12.77
2012-05-18 4.96 -14.76 8.40 12.73
2012-05-19 17.48 -14.76 8.40 12.68
2012-05-20 5.15 -14.77 8.40 12.62
2012-05-21 6.05 -14.77 8.40 12.56
2012-05-22 14.11 -14.77 8.40 12.49
2012-05-23 5.61 -14.78 8.40 12.42
2012-05-24 10.31 -14.78 8.40 12.34
2012-05-25 9.85 -14.78 8.40 12.26
2012-05-26 8.31 -14.78 8.40 12.16
2012-05-27 9.10 -14.79 8.40 12.07
2012-05-28 15.34 -14.79 8.40 11.96
2012-05-29 6.14 -14.79 8.40 11.85
2012-05-30 5.69 -14.80 8.40 11.74
2012-05-31 2.74 -14.80 8.40 11.61
2012-06-03 3.57 -14.80 8.40 11.21
2012-06-04 -1.99 -14.80 8.40 11.06
2012-06-05 6.63 -14.81 8.40 10.91
2012-06-06 2.97 -14.81 8.40 10.75
2012-06-07 4.49 -14.81 8.40 10.59
2012-06-08 4.84 -14.82 8.40 10.42
2012-06-09 6.91 -14.82 8.40 10.25
2012-06-10 6.05 -14.82 8.40 10.06
2012-06-13 -1.23 -14.82 8.40 9.49
2012-06-14 2.19 -14.83 8.40 9.28
2012-06-15 4.54 -14.83 8.40 9.08
2012-06-16 4.66 -14.83 8.40 8.86
2012-06-17 1.55 -14.84 8.40 8.64
2012-06-18 3.80 -14.84 8.40 8.42
2012-06-19 4.46 -14.84 8.40 8.19
2012-06-20 1.03 -14.84 8.40 7.96
2012-06-21 -2.12 -14.85 8.40 7.72
2012-06-22 2.81 -14.85 8.40 7.48
2012-06-23 3.41 -14.85 8.40 7.23
2012-06-24 5.64 -14.86 8.40 6.98
2012-06-25 -0.24 -14.86 8.40 6.73
2012-06-27 4.90 -14.86 8.40 6.21
2012-06-28 0.14 -14.86 8.40 5.94
2012-06-29 1.51 -14.87 8.40 5.67
2012-06-30 7.09 -14.87 8.40 5.39
2012-07-01 -1.01 -14.87 8.40 5.12
2012-07-02 3.04 -14.88 8.40 4.84
2012-07-03 -15.02 -14.88 8.40 4.55
2012-07-04 -8.98 -14.88 8.40 4.27
2012-07-05 0.54 -14.88 8.40 3.98
2012-07-06 5.24 -14.89 8.40 3.69
2012-07-07 12.73 -14.89 8.40 3.39
2012-07-08 -2.74 -14.89 8.40 3.10
2012-07-09 1.40 -14.90 8.40 2.80
2012-07-10 4.25 -14.90 8.40 2.50
2012-07-11 -2.92 -14.90 8.40 2.20
2012-07-12 -2.65 -14.90 8.40 1.89
2012-07-13 -7.42 -14.91 8.40 1.59
2012-07-14 -3.96 -14.91 8.40 1.28
2012-07-15 -4.99 -14.91 8.40 0.98
2012-07-16 -1.83 -14.92 8.40 0.67
2012-07-17 -8.72 -14.92 8.40 0.36
2012-07-18 -7.90 -14.92 8.40 0.05
2012-07-20 -8.45 -14.92 8.40 -0.56
2012-07-22 -5.22 -14.93 8.40 -1.18
2012-07-24 0.76 -14.93 8.40 -1.80
2012-07-25 -11.88 -14.93 8.40 -2.10
2012-07-26 -11.88 -14.94 8.40 -2.41
2012-07-27 -13.54 -14.94 8.40 -2.71
2012-07-28 -10.55 -14.94 8.40 -3.02
2012-07-29 -7.54 -14.94 8.40 -3.32
2012-07-30 -6.12 -14.95 8.40 -3.62
2012-07-31 -9.37 -14.95 8.40 -3.92
2012-08-01 -11.41 -14.95 8.40 -4.21
2012-08-02 -11.75 -14.96 8.40 -4.51
2012-08-03 -19.23 -14.96 8.40 -4.80
2012-08-04 -9.34 -14.96 8.40 -5.09
2012-08-05 -21.91 -14.96 8.40 -5.38
2012-08-06 -14.03 -14.97 8.40 -5.66
2012-08-07 -11.70 -14.97 8.40 -5.94
2012-08-08 -14.87 -14.97 8.40 -6.22
2012-08-09 -15.53 -14.98 8.40 -6.49
2012-08-10 -17.28 -14.98 8.40 -6.76
2012-08-11 -18.38 -14.98 8.40 -7.03
2012-08-12 -14.89 -14.99 8.40 -7.29
2012-08-13 -14.86 -14.99 8.40 -7.55
2012-08-14 -15.08 -14.99 8.40 -7.81
2012-08-15 -23.16 -14.99 8.40 -8.06
2012-08-16 -21.48 -15.00 8.40 -8.30
2012-08-17 -12.75 -15.00 8.40 -8.55
2012-08-18 -17.49 -15.00 8.40 -8.78
2012-08-19 -19.83 -15.01 8.40 -9.02
2012-08-20 -22.06 -15.01 8.40 -9.24
2012-08-21 -18.74 -15.01 8.40 -9.47
2012-08-22 -20.76 -15.01 8.40 -9.68
2012-08-23 -9.19 -15.02 8.40 -9.90
2012-08-24 -22.84 -15.02 8.40 -10.10
2012-08-25 -24.37 -15.02 8.40 -10.31
2012-08-26 -16.19 -15.03 8.40 -10.50
2012-08-27 -25.79 -15.03 8.40 -10.69
2012-08-28 -16.46 -15.03 8.40 -10.88
2012-08-29 -14.15 -15.03 8.40 -11.06
2012-08-30 -21.49 -15.04 8.40 -11.23
2012-08-31 -18.78 -15.04 8.40 -11.40
2012-09-01 -17.94 -15.04 8.40 -11.56
2012-09-02 -23.34 -15.05 8.40 -11.71
2012-09-03 -24.51 -15.05 8.40 -11.86
2012-09-04 -6.88 -15.05 8.40 -12.01
2012-09-05 -24.34 -15.05 8.40 -12.14
2012-09-06 -24.49 -15.06 8.40 -12.28
2012-09-07 -24.01 -15.06 8.40 -12.40
2012-09-08 -18.10 -15.06 8.40 -12.52
2012-09-09 -15.13 -15.07 8.40 -12.63
2012-09-10 -7.17 -15.07 8.40 -12.74
2012-09-11 -18.73 -15.07 8.40 -12.83
2012-09-12 -30.20 -15.07 8.40 -12.93
2012-09-13 -23.33 -15.08 8.40 -13.01
2012-09-14 -22.77 -15.08 8.40 -13.09
2012-09-15 -20.41 -15.08 8.40 -13.17
2012-09-16 -23.06 -15.09 8.40 -13.23
2012-09-17 -22.43 -15.09 8.40 -13.29
2012-09-18 -24.06 -15.09 8.40 -13.35
2012-09-19 -27.27 -15.09 8.40 -13.40
2012-09-20 -29.21 -15.10 8.40 -13.44
2012-09-21 -24.41 -15.10 8.40 -13.47
2012-09-22 -12.55 -15.10 8.40 -13.50
2012-09-23 -24.75 -15.11 8.40 -13.53
2012-09-24 -17.86 -15.11 8.40 -13.54
2012-09-25 -20.64 -15.11 8.40 -13.55
2012-09-26 -25.94 -15.11 8.40 -13.56
2012-09-27 -23.40 -15.12 8.40 -13.55
2012-09-28 -16.52 -15.12 8.40 -13.55
2012-09-29 -18.91 -15.12 8.40 -13.53
2012-09-30 -18.53 -15.13 8.40 -13.51
2012-10-01 -23.76 -15.13 8.40 -13.49
2012-10-02 -22.00 -15.13 8.40 -13.46
2012-10-03 -22.26 -15.13 8.40 -13.42
2012-10-04 -14.60 -15.14 8.40 -13.38
2012-10-05 -15.85 -15.14 8.40 -13.33
2012-10-06 -20.02 -15.14 8.40 -13.27
2012-10-07 -22.13 -15.15 8.40 -13.22
2012-10-08 -21.09 -15.15 8.40 -13.15
2012-10-09 -16.50 -15.15 8.40 -13.08
2012-10-10 -18.39 -15.15 8.40 -13.01
2012-10-11 -20.65 -15.16 8.40 -12.93
2012-10-12 -17.25 -15.16 8.40 -12.85
2012-10-13 -16.71 -15.16 8.40 -12.76
2012-10-14 -17.49 -15.17 8.40 -12.66
2012-10-15 -19.51 -15.17 8.40 -12.57
2012-10-16 -23.37 -15.17 8.40 -12.46
2012-10-17 -25.52 -15.17 8.40 -12.36
2012-10-18 -23.47 -15.18 8.40 -12.25
2012-10-19 -22.53 -15.18 8.40 -12.13
2012-10-20 -28.42 -15.18 8.40 -12.01
2012-10-21 -22.52 -15.19 8.40 -11.89
2012-10-22 -15.05 -15.19 8.71 -11.77
2012-10-23 -20.11 -15.19 8.71 -11.64
2012-10-24 -19.07 -15.19 8.71 -11.50
2012-10-25 -18.00 -15.20 8.71 -11.37
2012-10-26 -12.73 -15.20 9.34 -11.23
2012-10-27 -11.47 -15.20 9.34 -11.09
2012-10-28 -0.90 -15.21 9.34 -10.94
2012-10-29 -21.73 -15.21 9.34 -10.80
2012-10-30 -0.76 -15.21 9.34 -10.64
2012-10-31 -11.88 -15.21 9.34 -10.49
2012-11-01 -17.88 -15.22 9.34 -10.34
2012-11-02 -15.86 -15.22 9.34 -10.18
2012-11-03 -9.30 -15.22 9.34 -10.02
2012-11-04 -12.90 -15.23 9.34 -9.86
2012-11-05 -15.20 -15.23 9.34 -9.70
2012-11-06 -15.23 -15.23 9.34 -9.53
2012-11-07 -3.08 -15.24 9.34 -9.36
2012-11-09 -12.21 -15.24 9.34 -9.03
2012-11-10 -14.17 -15.24 9.34 -8.86
2012-11-11 -12.15 -15.24 9.34 -8.69
2012-11-12 -12.73 -15.25 9.34 -8.51
2012-11-13 -7.27 -15.25 9.34 -8.34
2012-11-14 -14.00 -15.25 9.34 -8.17
2012-11-15 -16.74 -15.26 9.34 -7.99
2012-11-16 -20.44 -15.26 9.34 -7.82
2012-11-17 -14.41 -15.26 9.34 -7.64
2012-11-18 -13.90 -15.26 9.34 -7.46
2012-11-19 -18.13 -15.27 9.34 -7.29
2012-11-20 -13.69 -15.27 9.34 -7.11
2012-11-21 -11.35 -15.27 9.34 -6.94
2012-11-22 -10.78 -15.28 9.34 -6.76
2012-11-23 -11.48 -15.28 9.34 -6.59
2012-11-24 -9.76 -15.28 9.34 -6.41
2012-11-25 -11.87 -15.28 9.34 -6.24
2012-11-26 -15.73 -15.29 9.34 -6.06
2012-11-27 -11.33 -15.29 9.34 -5.89
2012-11-28 -7.16 -15.29 9.34 -5.72
2012-11-29 -9.99 -15.30 9.34 -5.55
2012-11-30 -2.49 -15.30 9.34 -5.37
2012-12-01 -7.73 -15.30 9.34 -5.20
2012-12-02 -9.90 -15.31 9.34 -5.04
2012-12-03 -9.02 -15.32 9.34 -4.87
2012-12-04 -13.11 -15.33 9.34 -4.70
2012-12-05 -9.05 -15.34 9.34 -4.54
2012-12-06 -11.31 -15.36 9.34 -4.37
2012-12-07 -9.97 -15.37 9.34 -4.21
2012-12-08 -6.73 -15.38 9.34 -4.05
2012-12-09 -6.27 -15.39 9.34 -3.89
2012-12-10 -11.74 -15.40 9.34 -3.73
2012-12-11 -10.02 -15.41 9.34 -3.57
2012-12-12 -8.03 -15.42 9.34 -3.42
2012-12-13 -7.97 -15.43 9.34 -3.26
2012-12-14 -10.77 -15.44 9.34 -3.11
2012-12-15 -10.40 -15.45 9.34 -2.96
2012-12-16 -10.58 -15.46 9.34 -2.81
2012-12-17 -6.56 -15.48 9.34 -2.67
2012-12-18 -7.18 -15.49 9.34 -2.52
2012-12-19 -0.36 -15.50 9.34 -2.38
2012-12-20 -3.36 -15.51 9.34 -2.24
2012-12-21 -4.21 -15.52 9.34 -2.10
2012-12-22 -6.04 -15.53 9.34 -1.96
2012-12-23 -12.96 -15.54 9.34 -1.82
2012-12-24 -4.35 -15.55 9.34 -1.69
2012-12-25 -8.29 -15.56 9.34 -1.55
2012-12-26 -9.78 -15.57 9.34 -1.42
2012-12-27 -7.65 -15.59 9.34 -1.29
2012-12-28 -9.87 -15.60 9.34 -1.17
2012-12-29 -11.00 -15.61 9.34 -1.04
2012-12-30 -7.33 -15.62 9.34 -0.92
2013-01-01 -11.45 -15.63 9.34 -0.67
2013-01-02 -8.14 -15.64 9.34 -0.56
2013-01-03 -20.05 -15.65 9.34 -0.44
2013-01-04 -6.79 -15.66 9.34 -0.32
2013-01-05 -5.93 -15.67 9.34 -0.21
2013-01-06 -4.02 -15.68 9.34 -0.09
2013-01-07 -10.35 -15.69 9.34 0.02
2013-01-08 -0.94 -15.71 9.34 0.13
2013-01-09 -4.27 -15.72 9.34 0.23
2013-01-10 -1.75 -15.73 9.34 0.34
2013-01-11 -0.03 -15.74 9.34 0.45
2013-01-12 -1.90 -15.75 9.34 0.55
2013-01-13 0.46 -15.76 9.34 0.66
2013-01-14 -3.03 -15.77 9.34 0.76
2013-01-15 -4.87 -15.78 9.34 0.86
2013-01-16 -4.66 -15.79 9.34 0.96
2013-01-17 -3.95 -15.80 9.34 1.06
2013-01-18 -4.76 -15.81 9.34 1.16
2013-01-19 -7.26 -15.83 9.34 1.26
2013-01-20 0.36 -15.84 9.34 1.35
2013-01-21 -2.78 -15.85 9.34 1.45
2013-01-22 -0.80 -15.86 9.34 1.54
2013-01-23 -3.04 -15.87 9.34 1.64
2013-01-24 -2.54 -15.88 9.34 1.73
2013-01-25 -12.17 -15.89 9.34 1.83
2013-01-26 -6.02 -15.90 9.34 1.92
2013-01-27 -3.34 -15.91 9.34 2.01
2013-01-28 -5.65 -15.92 9.34 2.10
2013-01-29 -6.46 -15.93 9.34 2.20
2013-01-30 -10.83 -15.95 9.34 2.29
2013-01-31 -6.57 -15.96 9.34 2.38
2013-02-01 -5.50 -15.97 9.34 2.47
2013-02-02 -2.10 -15.98 9.34 2.56
2013-02-03 0.10 -15.99 9.34 2.66
2013-02-04 -3.86 -16.00 9.34 2.75
2013-02-05 -4.56 -16.01 9.34 2.84
2013-02-06 -5.69 -16.02 9.34 2.93
2013-02-07 -1.57 -16.03 9.34 3.03
2013-02-08 -7.98 -16.04 9.34 3.12
2013-02-09 -0.90 -16.05 9.34 3.21
2013-02-10 -4.65 -16.07 9.34 3.31
2013-02-11 0.72 -16.08 9.34 3.40
2013-02-12 -4.26 -16.09 9.34 3.50
2013-02-13 -2.87 -16.10 9.34 3.59
2013-02-14 3.92 -16.11 9.34 3.69
2013-02-15 -1.23 -16.12 9.34 3.78
2013-02-16 1.11 -16.13 9.34 3.88
2013-02-17 1.96 -16.14 9.34 3.98
2013-02-18 -1.59 -16.15 9.34 4.08
2013-02-19 -2.89 -16.16 9.34 4.18
2013-02-20 -3.01 -16.17 9.34 4.28
2013-02-21 -4.76 -16.19 9.34 4.38
2013-02-22 -1.30 -16.20 9.34 4.48
2013-02-23 1.28 -16.21 9.34 4.58
2013-02-24 -2.38 -16.22 9.34 4.69
2013-02-25 -3.58 -16.23 9.34 4.79
2013-02-26 1.57 -16.24 9.34 4.90
2013-02-27 -0.58 -16.25 9.34 5.01
2013-02-28 8.32 -16.26 9.34 5.11
2013-03-01 0.67 -16.27 9.34 5.22
2013-03-02 -6.64 -16.28 9.34 5.33
2013-03-03 0.23 -16.29 9.34 5.44
2013-03-04 -4.90 -16.31 9.34 5.55
2013-03-05 -4.82 -16.32 9.34 5.67
2013-03-06 -5.22 -16.33 9.34 5.78
2013-03-07 -6.00 -16.34 9.34 5.89
2013-03-08 -9.40 -16.35 9.34 6.01
2013-03-09 -2.79 -16.36 9.34 6.12
2013-03-10 0.38 -16.37 9.34 6.24
2013-03-11 -4.16 -16.38 9.34 6.36
2013-03-12 -8.59 -16.39 9.34 6.48
2013-03-13 -9.55 -16.40 9.34 6.60
2013-03-14 -11.30 -16.42 9.34 6.72
2013-03-15 -4.90 -16.43 9.34 6.84
2013-03-16 -11.29 -16.44 9.34 6.96
2013-03-17 -3.06 -16.45 9.34 7.08
2013-03-18 1.32 -16.46 9.34 7.20
2013-03-19 2.47 -16.47 9.34 7.32
2013-03-20 -2.44 -16.48 9.34 7.44
2013-03-21 0.87 -16.49 9.34 7.57
2013-03-22 -0.75 -16.50 9.34 7.69
2013-03-23 0.19 -16.51 9.34 7.82
2013-03-24 2.91 -16.52 9.34 7.94
2013-03-25 2.70 -16.54 9.34 8.06
2013-03-26 2.29 -16.55 9.34 8.19
2013-03-27 0.16 -16.56 9.34 8.31
2013-03-28 1.02 -16.57 9.34 8.43
2013-03-29 4.24 -16.58 9.34 8.56
2013-03-30 3.80 -16.59 9.34 8.68
2013-03-31 0.83 -16.60 9.34 8.80
2013-04-01 -0.87 -16.61 9.34 8.93
2013-04-02 8.29 -16.62 9.34 9.05
2013-04-03 2.17 -16.63 9.34 9.17
2013-04-04 5.61 -16.64 9.34 9.29
2013-04-05 1.67 -16.66 9.34 9.41
2013-04-06 -1.92 -16.67 9.34 9.52
2013-04-07 3.19 -16.68 9.34 9.64
2013-04-08 10.53 -16.69 9.34 9.76
2013-04-09 -2.05 -16.70 9.34 9.87
2013-04-10 -0.49 -16.71 9.34 9.99
2013-04-11 -2.49 -16.72 9.34 10.10
2013-04-12 -8.75 -16.73 9.34 10.21
2013-04-13 2.82 -16.74 9.34 10.32
2013-04-14 6.88 -16.75 9.34 10.42
2013-04-15 10.02 -16.76 9.34 10.53
2013-04-17 5.85 -16.78 9.34 10.73
2013-04-18 5.05 -16.79 9.34 10.83
2013-04-19 5.63 -16.80 9.34 10.92
2013-04-20 9.09 -16.81 9.34 11.02
2013-04-21 -5.64 -16.82 9.34 11.11
2013-04-22 -4.63 -16.83 9.34 11.19
2013-04-23 0.16 -16.84 9.34 11.28
2013-04-24 2.68 -16.85 9.34 11.36
2013-04-25 -0.31 -16.86 9.34 11.44
2013-04-26 0.23 -16.87 9.34 11.51
2013-04-27 4.93 -16.88 9.34 11.59
2013-04-28 7.84 -16.90 9.34 11.66
2013-04-29 1.71 -16.91 9.34 11.72
2013-04-30 11.49 -16.92 9.34 11.78
2013-05-01 3.31 -16.93 9.34 11.84
2013-05-02 -2.51 -16.94 9.34 11.89
2013-05-03 6.17 -16.95 9.34 11.94
2013-05-04 3.55 -16.96 9.34 11.99
2013-05-05 0.10 -16.97 9.34 12.03
2013-05-06 2.19 -16.98 9.34 12.07
2013-05-07 1.23 -16.99 9.34 12.10
2013-05-08 3.53 -17.00 9.34 12.13
2013-05-09 -0.71 -17.02 9.34 12.16
2013-05-10 -0.99 -17.03 9.34 12.18
2013-05-11 2.68 -17.04 9.34 12.19
2013-05-12 8.74 -17.05 9.34 12.20
2013-05-13 7.62 -17.06 9.34 12.21
2013-05-14 6.92 -17.07 9.34 12.21
2013-05-15 2.06 -17.08 9.34 12.20
2013-05-16 5.13 -17.09 9.34 12.19
2013-05-17 -0.64 -17.10 9.34 12.18
2013-05-18 -3.86 -17.11 9.34 12.16
2013-05-19 10.00 -17.12 9.34 12.13
2013-05-20 -0.26 -17.14 9.34 12.10
2013-05-21 -0.25 -17.15 9.34 12.06
2013-05-22 9.82 -17.16 9.34 12.02
2013-05-23 6.35 -17.17 9.34 11.98
2013-05-24 -0.73 -17.18 9.34 11.92
2013-05-25 1.53 -17.19 9.34 11.86
2013-05-26 2.60 -17.20 9.34 11.80
2013-05-27 -0.55 -17.21 9.34 11.73
2013-05-28 1.45 -17.22 9.34 11.65
2013-05-29 -3.67 -17.23 9.34 11.57
2013-05-30 9.52 -17.25 9.34 11.49
2013-05-31 -3.36 -17.26 9.34 11.39
2013-06-01 2.89 -17.27 9.34 11.30
2013-06-02 4.97 -17.28 9.34 11.19
2013-06-03 -7.74 -17.29 9.34 11.08
2013-06-04 1.79 -17.30 9.34 10.96
2013-06-05 2.74 -17.31 9.34 10.84
2013-06-06 7.12 -17.32 9.34 10.72
2013-06-07 5.26 -17.33 9.34 10.58
2013-06-08 1.19 -17.34 9.34 10.44
2013-06-09 -0.87 -17.35 9.34 10.30
2013-06-10 2.92 -17.37 9.34 10.15
2013-06-11 -0.20 -17.38 9.34 9.99
2013-06-12 -2.02 -17.39 9.34 9.83
2013-06-13 9.01 -17.40 9.81 9.66
2013-06-14 4.09 -17.41 9.81 9.49
2013-06-15 12.40 -17.42 9.81 9.31
2013-06-16 18.41 -17.43 9.81 9.13
2013-06-17 12.10 -17.44 9.81 8.94
2013-06-18 3.08 -17.45 9.81 8.75
2013-06-19 5.81 -17.46 9.81 8.55
2013-06-20 1.76 -17.47 9.81 8.34
2013-06-21 6.83 -17.49 9.81 8.13
2013-06-22 11.43 -17.50 9.81 7.92
2013-06-23 0.32 -17.51 9.81 7.70
2013-06-24 12.16 -17.52 9.81 7.47
2013-06-25 -2.55 -17.53 9.81 7.25
2013-06-26 1.44 -17.54 9.81 7.01
2013-06-27 -0.96 -17.55 9.81 6.77
2013-06-28 3.33 -17.56 9.81 6.53
2013-06-29 -1.04 -17.57 9.81 6.29
2013-06-30 2.55 -17.58 9.81 6.04
2013-07-01 11.28 -17.59 9.81 5.78
2013-07-02 -1.21 -17.61 9.81 5.52
2013-07-03 2.53 -17.62 9.81 5.26
2013-07-04 1.09 -17.63 9.81 4.99
2013-07-05 -2.05 -17.64 9.81 4.73
2013-07-06 -6.64 -17.65 9.81 4.45
2013-07-07 -3.46 -17.66 9.81 4.18
2013-07-08 -8.37 -17.67 9.81 3.90
2013-07-09 -4.37 -17.68 9.81 3.62
2013-07-10 -6.43 -17.69 9.81 3.33
2013-07-11 -9.37 -17.70 9.81 3.05
2013-07-12 -10.70 -17.71 9.81 2.76
2013-07-13 -12.00 -17.73 9.81 2.46
2013-07-14 1.57 -17.74 9.81 2.17
2013-07-15 -1.17 -17.75 9.81 1.87
2013-07-16 -11.29 -17.76 9.81 1.58
2013-07-17 -2.01 -17.77 9.81 1.28
2013-07-18 -13.32 -17.78 9.81 0.98
2013-07-19 -10.56 -17.79 9.81 0.67
2013-07-21 -0.63 -17.80 9.81 0.07
2013-07-22 -2.69 -17.81 9.81 -0.24
2013-07-23 -3.70 -17.82 9.81 -0.54
2013-07-24 -7.68 -17.83 9.81 -0.85
2013-07-25 -4.55 -17.85 9.81 -1.16
2013-07-26 -11.80 -17.86 9.81 -1.46
2013-07-27 -18.74 -17.87 9.81 -1.77
2013-07-28 -8.29 -17.88 9.81 -2.07
2013-07-29 -17.75 -17.89 9.81 -2.38
2013-07-30 -1.65 -17.90 9.81 -2.68
2013-07-31 -11.24 -17.91 9.81 -2.99
2013-08-01 -12.78 -17.92 9.81 -3.29
2013-08-02 -5.62 -17.93 9.81 -3.59
2013-08-03 -6.08 -17.94 9.81 -3.89
2013-08-04 -12.98 -17.95 9.81 -4.19
2013-08-05 -18.69 -17.97 9.81 -4.49
2013-08-06 -12.83 -17.98 9.81 -4.78
2013-08-07 -13.97 -17.99 9.81 -5.08
2013-08-08 -19.00 -18.00 9.81 -5.37
2013-08-09 -17.61 -18.01 9.81 -5.66
2013-08-10 -18.93 -18.02 9.81 -5.94
2013-08-11 -10.18 -18.03 9.81 -6.22
2013-08-12 -18.35 -18.04 9.81 -6.50
2013-08-13 -9.69 -18.05 9.81 -6.78
2013-08-14 -19.58 -18.06 9.81 -7.05
2013-08-15 -15.91 -18.08 9.81 -7.32
2013-08-16 -15.68 -18.09 9.81 -7.59
2013-08-17 -27.91 -18.10 9.81 -7.85
2013-08-18 -17.89 -18.11 9.81 -8.11
2013-08-19 -15.26 -18.12 9.81 -8.37
2013-08-20 -7.98 -18.13 9.81 -8.62
2013-08-21 -18.54 -18.14 9.81 -8.87
2013-08-22 -9.18 -18.15 9.81 -9.11
2013-08-23 -16.96 -18.16 9.81 -9.35
2013-08-24 -16.58 -18.17 9.81 -9.58
2013-08-25 -22.87 -18.18 9.81 -9.81
2013-08-26 -22.49 -18.20 9.81 -10.03
2013-08-27 -17.44 -18.21 9.81 -10.25
2013-08-28 -25.41 -18.22 9.81 -10.46
2013-08-29 -19.50 -18.23 9.81 -10.67
2013-08-30 -18.32 -18.24 9.81 -10.87
2013-08-31 -20.01 -18.25 9.81 -11.07
2013-09-01 -17.92 -18.26 9.81 -11.26
2013-09-02 -28.69 -18.27 9.81 -11.44
2013-09-03 -22.51 -18.28 9.81 -11.62
2013-09-04 -22.31 -18.29 9.81 -11.80
2013-09-05 -20.16 -18.30 9.81 -11.96
2013-09-06 -28.50 -18.32 9.81 -12.12
2013-09-07 -22.48 -18.33 9.81 -12.28
2013-09-08 -30.42 -18.34 9.81 -12.43
2013-09-09 -22.93 -18.35 9.81 -12.57
2013-09-10 -25.31 -18.36 9.81 -12.71
2013-09-11 -20.93 -18.37 9.81 -12.84
2013-09-12 -25.10 -18.38 9.81 -12.96
2013-09-13 -22.49 -18.39 9.81 -13.08
2013-09-14 -21.01 -18.40 9.81 -13.19
2013-09-15 -20.29 -18.41 9.81 -13.29
2013-09-16 -21.51 -18.42 9.81 -13.39
2013-09-17 -24.95 -18.44 9.81 -13.48
2013-09-18 -26.05 -18.45 9.81 -13.57
2013-09-19 -26.08 -18.46 9.81 -13.64
2013-09-20 -22.56 -18.47 9.81 -13.71
2013-09-21 -25.57 -18.48 9.81 -13.78
