date component trends level seasonal
2000-06-04 14.08 13.92 -3.79 0.20
2000-06-05 10.62 13.91 -3.79 0.20
2000-06-06 13.49 13.90 -3.79 0.20
2000-06-07 8.00 13.89 -3.79 0.20
2000-06-08 11.55 13.88 -3.79 0.20
2000-06-09 13.07 13.87 -3.79 0.20
2000-06-10 6.14 13.86 -3.79 0.20
2000-06-11 9.76 13.85 -3.79 0.20
2000-06-12 12.01 13.84 -3.79 0.20
2000-06-13 10.66 13.83 -3.79 0.20
2000-06-14 11.79 13.82 -3.79 0.19
2000-06-15 9.19 13.81 -3.79 0.19
2000-06-16 11.13 13.80 -3.79 0.19
2000-06-17 8.56 13.79 -3.79 0.19
2000-06-18 10.04 13.78 -3.79 0.19
2000-06-19 7.53 13.77 -3.79 0.19
2000-06-20 12.60 13.76 -3.79 0.19
2000-06-21 18.92 13.75 -3.79 0.19
2000-06-22 5.60 13.74 -3.79 0.18
2000-06-23 7.91 13.73 -3.79 0.18
2000-06-24 7.97 13.72 -3.79 0.18
2000-06-25 15.21 13.71 -3.79 0.18
2000-06-26 6.09 13.70 -3.79 0.18
2000-06-27 7.44 13.69 -3.79 0.17
2000-06-28 8.68 13.68 -3.79 0.17
2000-06-29 11.35 13.67 -3.79 0.17
2000-06-30 10.52 13.66 -3.79 0.16
2000-07-01 7.11 13.65 -3.79 0.16
2000-07-02 11.96 13.64 -3.79 0.16
2000-07-03 8.21 13.63 -3.79 0.15
2000-07-04 8.20 13.62 -3.79 0.15
2000-07-05 7.77 13.61 -3.79 0.15
2000-07-06 11.50 13.60 -3.79 0.14
2000-07-07 10.77 13.59 -3.79 0.14
2000-07-08 5.24 13.58 -3.79 0.13
2000-07-09 7.52 13.57 -3.79 0.13
2000-07-10 7.36 13.56 -3.79 0.12
2000-07-11 7.53 13.55 -3.79 0.12
2000-07-12 9.31 13.54 -3.79 0.11
2000-07-13 12.35 13.53 -3.79 0.11
2000-07-14 7.07 13.52 -3.79 0.10
2000-07-15 7.52 13.51 -3.79 0.10
2000-07-17 11.41 13.50 -3.79 0.08
2000-07-18 10.04 13.49 -3.79 0.08
2000-07-20 11.88 13.48 -3.79 0.06
2000-07-21 7.28 13.47 -3.79 0.06
2000-07-22 7.18 13.46 -3.79 0.05
2000-07-23 9.87 13.45 -3.79 0.04
2000-07-24 9.29 13.44 -3.79 0.03
2000-07-25 9.73 13.43 -3.79 0.02
2000-07-26 9.60 13.42 -3.79 0.02
2000-07-27 7.87 13.41 -3.79 0.01
2000-07-28 5.78 13.40 -3.79 -0.00
2000-07-29 8.78 13.39 -3.79 -0.01
2000-07-30 10.49 13.38 -3.79 -0.02
2000-07-31 9.86 13.37 -3.79 -0.03
2000-08-01 9.02 13.36 -3.79 -0.04
2000-08-02 6.95 13.35 -3.79 -0.05
2000-08-03 8.84 13.34 -3.79 -0.06
2000-08-04 8.65 13.33 -3.79 -0.07
2000-08-05 10.75 13.32 -3.79 -0.08
2000-08-06 15.14 13.31 -3.79 -0.09
2000-08-07 11.71 13.30 -3.79 -0.11
2000-08-08 12.12 13.30 -3.79 -0.12
2000-08-09 6.88 13.29 -3.79 -0.13
2000-08-10 3.20 13.28 -3.79 -0.14
2000-08-11 10.32 13.27 -3.79 -0.15
2000-08-12 8.57 13.26 -3.79 -0.16
2000-08-13 8.72 13.25 -3.79 -0.18
2000-08-14 9.00 13.24 -3.79 -0.19
2000-08-15 9.64 13.23 -3.79 -0.20
2000-08-16 6.08 13.22 -3.79 -0.21
2000-08-17 10.67 13.21 -3.79 -0.23
2000-08-18 8.77 13.20 -3.79 -0.24
2000-08-19 9.89 13.19 -3.79 -0.25
2000-08-20 8.59 13.18 -3.79 -0.27
2000-08-21 8.50 13.17 -3.79 -0.28
2000-08-22 11.38 13.16 -3.79 -0.29
2000-08-23 10.29 13.15 -3.79 -0.31
2000-08-24 13.70 13.14 -3.79 -0.32
2000-08-25 9.73 13.13 -3.79 -0.33
2000-08-26 7.43 13.12 -3.79 -0.35
2000-08-27 8.27 13.11 -3.79 -0.36
2000-08-28 8.57 13.10 -3.79 -0.37
2000-08-29 12.08 13.09 -3.79 -0.39
2000-08-30 11.52 13.08 -3.79 -0.40
2000-08-31 9.46 13.07 -3.79 -0.41
2000-09-01 9.40 13.06 -3.79 -0.43
2000-09-03 9.71 13.05 -3.79 -0.46
2000-09-04 10.01 13.04 -3.79 -0.47
2000-09-05 9.05 13.03 -3.79 -0.48
2000-09-06 7.45 13.02 -3.79 -0.50
2000-09-07 10.43 13.01 -3.79 -0.51
2000-09-08 7.93 13.00 -3.79 -0.52
2000-09-10 11.98 12.99 -3.79 -0.55
2000-09-11 9.66 12.98 -3.79 -0.56
2000-09-12 7.92 12.97 -3.79 -0.57
2000-09-13 5.15 12.96 -3.79 -0.59
2000-09-14 7.16 12.95 -3.79 -0.60
2000-09-15 8.33 12.94 -3.79 -0.61
2000-09-16 11.14 12.93 -3.79 -0.62
2000-09-17 7.86 12.92 -3.79 -0.63
2000-09-18 7.98 12.91 -3.79 -0.65
2000-09-19 11.92 12.90 -3.79 -0.66
2000-09-20 8.10 12.89 -3.79 -0.67
2000-09-21 8.35 12.88 -3.79 -0.68
2000-09-22 9.56 12.87 -3.79 -0.69
2000-09-23 9.93 12.86 -3.79 -0.70
2000-09-24 9.38 12.85 -3.79 -0.71
2000-09-25 10.37 12.84 -3.79 -0.72
2000-09-26 7.63 12.83 -3.79 -0.73
2000-09-27 8.87 12.82 -3.79 -0.74
2000-09-28 8.61 12.81 -3.79 -0.75
2000-09-29 11.25 12.80 -3.79 -0.75
2000-09-30 9.13 12.79 -3.79 -0.76
2000-10-02 8.82 12.78 -3.79 -0.78
2000-10-03 7.61 12.77 -3.79 -0.79
2000-10-04 11.36 12.76 -3.79 -0.79
2000-10-05 11.07 12.75 -3.79 -0.80
2000-10-06 8.49 12.74 -3.79 -0.80
2000-10-07 11.08 12.73 -3.79 -0.81
2000-10-08 10.14 12.72 -3.79 -0.81
2000-10-09 12.74 12.71 -3.79 -0.82
2000-10-10 11.72 12.70 -3.79 -0.82
2000-10-11 9.79 12.69 -3.79 -0.83
2000-10-12 9.49 12.68 -3.79 -0.83
2000-10-13 9.37 12.67 -3.79 -0.83
2000-10-14 6.16 12.66 -3.79 -0.84
2000-10-15 12.04 12.65 -3.79 -0.84
2000-10-16 11.12 12.64 -3.79 -0.84
2000-10-17 7.30 12.63 -3.79 -0.84
2000-10-18 8.77 12.62 -3.79 -0.84
2000-10-20 9.67 12.61 -3.79 -0.84
2000-10-21 8.39 12.60 -3.79 -0.84
2000-10-23 10.09 12.59 -3.79 -0.84
2000-10-24 11.53 12.58 -3.79 -0.84
2000-10-25 7.04 12.57 -3.79 -0.84
2000-10-26 5.00 12.56 -3.79 -0.83
2000-10-27 7.49 12.55 -3.79 -0.83
2000-10-29 3.37 12.54 -3.79 -0.82
2000-10-30 7.55 12.53 -3.79 -0.82
2000-10-31 9.17 12.52 -3.79 -0.81
2000-11-01 8.40 12.51 -3.79 -0.81
2000-11-02 7.21 12.50 -3.79 -0.80
2000-11-03 17.71 12.49 -3.79 -0.79
2000-11-05 8.64 12.48 -3.79 -0.78
2000-11-06 4.84 12.47 -3.79 -0.77
2000-11-07 8.82 12.46 -3.79 -0.76
2000-11-08 8.09 12.45 -3.79 -0.75
2000-11-09 10.03 12.44 -3.79 -0.74
2000-11-10 6.49 12.43 -3.79 -0.73
2000-11-11 10.32 12.42 -3.79 -0.72
2000-11-12 6.63 12.41 -3.79 -0.71
2000-11-13 8.49 12.40 -3.79 -0.70
2000-11-14 5.89 12.39 -3.79 -0.69
2000-11-15 7.93 12.38 -3.79 -0.68
2000-11-16 8.77 12.37 -3.79 -0.67
2000-11-17 10.42 12.36 -3.79 -0.65
2000-11-18 7.07 12.35 -3.79 -0.64
2000-11-19 9.44 12.34 -3.79 -0.63
2000-11-20 9.68 12.33 -3.79 -0.61
2000-11-21 8.71 12.32 -3.79 -0.60
2000-11-22 9.40 12.31 -3.79 -0.58
2000-11-23 6.81 12.30 -3.79 -0.57
2000-11-24 7.98 12.29 -3.79 -0.55
2000-11-25 9.48 12.28 -3.79 -0.54
2000-11-26 1.59 12.27 -3.79 -0.52
2000-11-27 2.01 12.26 -3.79 -0.51
2000-11-28 6.34 12.25 -3.79 -0.49
2000-11-29 3.47 12.24 -3.79 -0.47
2000-11-30 3.27 12.23 -3.79 -0.46
2000-12-01 9.71 12.22 -3.79 -0.44
2000-12-02 8.04 12.21 -3.79 -0.42
2000-12-03 7.66 12.20 -3.79 -0.40
2000-12-04 8.29 12.19 -3.79 -0.39
2000-12-05 10.64 12.18 -3.79 -0.37
2000-12-06 7.07 12.17 -3.79 -0.35
2000-12-07 10.38 12.16 -3.79 -0.33
2000-12-08 9.47 12.15 -3.79 -0.31
2000-12-09 6.55 12.14 -3.79 -0.29
2000-12-10 7.29 12.13 -3.79 -0.27
2000-12-11 8.73 12.13 -3.79 -0.26
2000-12-12 7.73 12.12 -3.79 -0.24
2000-12-13 8.18 12.11 -3.79 -0.22
2000-12-14 9.80 12.10 -3.79 -0.20
2000-12-15 10.31 12.09 -3.79 -0.18
2000-12-16 9.47 12.08 -3.79 -0.16
2000-12-17 8.03 12.07 -3.79 -0.14
2000-12-18 7.23 12.06 -3.79 -0.12
2000-12-19 9.17 12.05 -3.79 -0.10
2000-12-20 5.60 12.04 -3.79 -0.08
2000-12-22 6.24 12.03 -3.79 -0.04
2000-12-23 5.91 12.02 -3.79 -0.02
2000-12-24 6.82 12.01 -3.79 -0.00
2000-12-25 7.27 12.00 -3.79 0.02
2000-12-26 6.78 11.99 -3.79 0.04
2000-12-27 9.38 11.98 -3.79 0.06
2000-12-28 6.34 11.97 -3.79 0.08
2000-12-29 8.76 11.96 -3.79 0.10
2000-12-30 5.94 11.95 -3.79 0.11
2001-01-02 4.95 11.94 -3.79 0.17
2001-01-03 6.40 11.93 -3.79 0.19
2001-01-04 5.55 11.92 -3.79 0.21
2001-01-05 6.08 11.91 -3.79 0.22
2001-01-06 5.75 11.90 -3.79 0.24
2001-01-07 5.95 11.89 -3.79 0.26
2001-01-08 1.52 11.88 -3.79 0.28
2001-01-09 3.13 11.87 -3.79 0.29
2001-01-10 6.38 11.87 -3.79 0.31
2001-01-11 6.53 11.87 -3.79 0.33
2001-01-12 5.24 11.87 -3.79 0.34
2001-01-13 8.04 11.88 -3.79 0.36
2001-01-14 8.11 11.88 -3.79 0.38
2001-01-15 9.26 11.88 -3.79 0.39
2001-01-16 6.39 11.88 -3.79 0.41
2001-01-17 7.74 11.88 -3.79 0.42
2001-01-18 8.97 11.88 -3.79 0.44
2001-01-19 8.18 11.89 -3.79 0.45
2001-01-20 7.74 11.89 -3.79 0.46
2001-01-21 6.64 11.89 -3.79 0.48
2001-01-22 8.06 11.89 -3.79 0.49
2001-01-23 8.94 11.89 -3.79 0.50
2001-01-24 9.87 11.90 -3.79 0.52
2001-01-25 5.50 11.90 -3.79 0.53
2001-01-26 7.27 11.90 -3.79 0.54
2001-01-27 5.54 11.90 -3.79 0.55
2001-01-28 6.85 11.90 -3.79 0.56
2001-01-29 5.14 11.91 -3.79 0.57
2001-01-30 7.49 11.91 -3.79 0.58
2001-01-31 7.85 11.91 -3.79 0.59
2001-02-01 6.37 11.91 -3.79 0.60
2001-02-02 10.11 11.91 -3.79 0.61
2001-02-03 7.87 11.92 -3.79 0.62
2001-02-04 5.89 11.92 -3.79 0.63
2001-02-05 6.16 11.92 -3.79 0.63
2001-02-06 6.14 11.92 -3.79 0.64
2001-02-07 9.75 11.92 -3.79 0.65
2001-02-08 11.00 11.93 -3.79 0.65
2001-02-09 5.86 11.93 -3.79 0.66
2001-02-10 5.39 11.93 -3.79 0.67
2001-02-11 8.49 11.93 -3.79 0.67
2001-02-12 10.50 11.93 -3.79 0.68
2001-02-13 8.74 11.94 -3.79 0.68
2001-02-14 7.25 11.94 -3.79 0.68
2001-02-15 12.32 11.94 -3.79 0.69
2001-02-16 9.84 11.94 -3.79 0.69
2001-02-17 11.88 11.94 -3.79 0.69
2001-02-18 6.91 11.95 -3.79 0.69
2001-02-19 8.17 11.95 -3.79 0.70
2001-02-20 9.64 11.95 -3.79 0.70
2001-02-21 9.83 11.95 -3.79 0.70
2001-02-22 5.46 11.95 -3.79 0.70
2001-02-23 10.67 11.96 -3.79 0.70
2001-02-24 8.21 11.96 -3.79 0.70
2001-02-25 8.85 11.96 -3.79 0.70
2001-02-26 11.00 11.96 -3.79 0.70
2001-02-27 10.97 11.96 -3.79 0.70
2001-02-28 7.98 11.96 -3.79 0.70
2001-03-01 8.51 11.97 -3.79 0.69
2001-03-02 8.72 11.97 -3.79 0.69
2001-03-03 11.82 11.97 -3.79 0.69
2001-03-04 8.99 11.97 -3.79 0.69
2001-03-05 6.50 11.97 -3.79 0.68
2001-03-06 6.76 11.98 -3.79 0.68
2001-03-07 8.77 11.98 -3.79 0.68
2001-03-08 8.07 11.98 -3.79 0.67
2001-03-09 7.87 11.98 -3.79 0.67
2001-03-10 9.62 11.98 -3.79 0.66
2001-03-11 12.14 11.99 -3.79 0.66
2001-03-12 8.65 11.99 -3.79 0.65
2001-03-13 7.79 11.99 -3.79 0.65
2001-03-14 6.31 11.99 -3.79 0.64
2001-03-15 9.30 11.99 -3.79 0.64
2001-03-16 6.74 12.00 -3.79 0.63
2001-03-17 7.38 12.00 -3.79 0.62
2001-03-18 8.52 12.00 -3.79 0.62
2001-03-19 10.84 12.00 -3.79 0.61
2001-03-20 8.93 12.00 -3.79 0.60
2001-03-21 8.99 12.01 -3.79 0.60
2001-03-22 9.14 12.01 -3.79 0.59
2001-03-23 9.41 12.01 -3.79 0.58
2001-03-24 6.82 12.01 -3.79 0.57
2001-03-25 10.74 12.01 -3.79 0.57
2001-03-26 8.40 12.02 -3.79 0.56
2001-03-27 8.85 12.02 -3.79 0.55
2001-03-28 13.19 12.02 -3.79 0.54
2001-03-29 9.26 12.02 -3.79 0.53
2001-03-31 8.77 12.02 -3.79 0.52
2001-04-01 10.42 12.03 -3.79 0.51
2001-04-02 8.49 12.03 -3.79 0.50
2001-04-03 8.68 12.03 -3.79 0.49
2001-04-04 9.18 12.03 -3.79 0.48
2001-04-05 9.90 12.03 -3.79 0.48
2001-04-06 7.48 12.04 -3.79 0.47
2001-04-07 7.37 12.04 -3.79 0.46
2001-04-08 10.35 12.04 -3.79 0.45
2001-04-09 11.75 12.04 -3.79 0.44
2001-04-10 11.32 12.04 -3.79 0.43
2001-04-11 9.14 12.05 -3.79 0.42
2001-04-12 8.44 12.05 -3.79 0.42
2001-04-13 8.61 12.05 -3.79 0.41
2001-04-14 11.68 12.05 -3.79 0.40
2001-04-15 8.52 12.05 -3.79 0.39
2001-04-16 9.25 12.05 -3.79 0.38
2001-04-17 10.74 12.06 -3.79 0.37
2001-04-18 8.37 12.06 -3.79 0.37
2001-04-19 10.15 12.06 -3.79 0.36
2001-04-20 9.27 12.06 -3.79 0.35
2001-04-21 9.24 12.06 -3.79 0.34
2001-04-22 10.00 12.07 -3.79 0.33
2001-04-23 6.34 12.07 -3.79 0.33
2001-04-24 8.79 12.07 -3.79 0.32
2001-04-25 8.29 12.07 -3.79 0.31
2001-04-26 10.08 12.07 -3.79 0.30
2001-04-27 8.84 12.08 -3.79 0.30
2001-04-28 10.60 12.08 -3.79 0.29
2001-04-29 10.38 12.08 -3.79 0.28
2001-04-30 6.00 12.08 -3.79 0.28
2001-05-01 9.50 12.08 -3.79 0.27
2001-05-02 6.08 12.09 -3.79 0.26
2001-05-03 9.43 12.09 -3.79 0.26
2001-05-04 9.39 12.09 -3.79 0.25
2001-05-05 8.04 12.09 -3.79 0.24
2001-05-06 6.57 12.09 -3.79 0.24
2001-05-07 8.29 12.10 -3.79 0.23
2001-05-08 7.82 12.10 -3.79 0.23
2001-05-09 7.83 12.10 -3.79 0.22
2001-05-10 6.64 12.10 -3.79 0.22
2001-05-11 7.52 12.10 -3.79 0.21
2001-05-12 10.19 12.11 -3.79 0.21
2001-05-13 8.51 12.11 -3.79 0.20
2001-05-14 9.01 12.11 -3.79 0.20
2001-05-15 5.44 12.11 -3.79 0.19
2001-05-16 9.70 12.11 -3.79 0.19
2001-05-17 8.85 12.12 -3.79 0.18
2001-05-18 10.11 12.12 -3.79 0.18
2001-05-19 8.96 12.12 -3.79 0.18
2001-05-20 10.82 12.12 -3.79 0.17
2001-05-21 8.09 12.12 -3.79 0.17
2001-05-22 10.60 12.13 -3.79 0.17
2001-05-23 9.11 12.13 -3.79 0.16
2001-05-24 10.66 12.13 -3.79 0.16
2001-05-25 8.78 12.13 -3.79 0.16
2001-05-26 8.30 12.13 -3.79 0.15
2001-05-27 9.19 12.13 -3.79 0.15
2001-05-28 10.62 12.14 -3.79 0.15
2001-05-29 11.18 12.14 -3.79 0.15
2001-05-30 7.44 12.14 -3.79 0.14
2001-05-31 8.90 12.14 -3.79 0.14
2001-06-01 9.24 12.14 -3.79 0.14
2001-06-02 10.36 12.15 -3.79 0.14
2001-06-03 9.88 12.15 -3.79 0.14
2001-06-04 9.95 12.15 -3.79 0.13
2001-06-05 8.50 12.15 -3.79 0.13
2001-06-06 9.64 12.15 -3.79 0.13
2001-06-07 8.81 12.16 -3.79 0.13
2001-06-08 8.21 12.16 -3.79 0.13
2001-06-09 10.25 12.16 -3.79 0.13
2001-06-10 9.10 12.16 -3.79 0.13
2001-06-11 8.21 12.16 -3.79 0.12
2001-06-12 8.69 12.17 -3.79 0.12
2001-06-13 10.02 12.17 -3.79 0.12
2001-06-14 8.09 12.17 -3.79 0.12
2001-06-15 6.73 12.17 -3.79 0.12
2001-06-16 9.69 12.17 -3.79 0.12
2001-06-17 10.12 12.18 -3.79 0.12
2001-06-18 10.46 12.18 -3.79 0.12
2001-06-19 9.75 12.18 -3.79 0.11
2001-06-20 5.46 12.18 -3.79 0.11
2001-06-22 9.26 12.18 -3.79 0.11
2001-06-23 9.09 12.19 -3.79 0.11
2001-06-24 8.13 12.19 -3.79 0.11
2001-06-25 7.73 12.19 -3.79 0.11
2001-06-26 5.48 12.19 -3.79 0.10
2001-06-27 8.14 12.19 -3.79 0.10
2001-06-28 7.61 12.20 -3.79 0.10
2001-06-29 9.08 12.20 -3.79 0.10
2001-06-30 9.05 12.20 -3.79 0.10
2001-07-01 7.63 12.20 -3.79 0.10
2001-07-03 8.44 12.20 -3.79 0.09
2001-07-04 8.58 12.21 -3.79 0.09
2001-07-05 8.38 12.21 -3.79 0.09
2001-07-06 7.26 12.21 -3.79 0.08
2001-07-07 8.22 12.21 -3.79 0.08
2001-07-08 9.16 12.21 -3.79 0.08
2001-07-09 7.03 12.21 -3.79 0.08
2001-07-10 8.18 12.22 -3.79 0.07
2001-07-11 9.68 12.22 -3.79 0.07
2001-07-12 8.27 12.22 -3.79 0.07
2001-07-13 7.04 12.22 -3.79 0.06
2001-07-14 6.82 12.22 -3.79 0.06
2001-07-15 8.90 12.23 -3.79 0.05
2001-07-16 10.54 12.23 -3.79 0.05
2001-07-17 10.18 12.23 -3.79 0.05
2001-07-18 7.62 12.23 -3.79 0.04
2001-07-19 7.70 12.23 -3.79 0.04
2001-07-20 7.82 12.24 -3.79 0.03
2001-07-21 7.73 12.24 -3.79 0.03
2001-07-22 7.45 12.24 -3.79 0.02
2001-07-23 9.63 12.24 -3.79 0.02
2001-07-24 7.69 12.24 -3.79 0.01
2001-07-25 8.81 12.25 -3.79 0.00
2001-07-26 9.27 12.25 -3.79 -0.00
2001-07-27 9.91 12.25 -3.79 -0.01
2001-07-28 7.07 12.25 -3.79 -0.01
2001-07-29 8.60 12.25 -3.79 -0.02
2001-07-30 9.54 12.26 -3.79 -0.03
2001-07-31 9.93 12.26 -3.79 -0.04
2001-08-01 8.13 12.26 -3.79 -0.04
2001-08-02 6.26 12.26 -3.79 -0.05
2001-08-03 8.51 12.26 -3.79 -0.06
2001-08-04 11.72 12.27 -3.79 -0.07
2001-08-05 10.26 12.27 -3.79 -0.07
2001-08-06 8.15 12.26 -3.79 -0.08
2001-08-07 8.51 12.26 -3.79 -0.09
2001-08-08 9.45 12.26 -3.79 -0.10
2001-08-09 7.86 12.26 -3.79 -0.11
2001-08-10 7.64 12.25 -3.79 -0.12
2001-08-11 9.99 12.25 -3.79 -0.13
2001-08-12 9.63 12.25 -3.79 -0.14
2001-08-13 8.11 12.25 -3.79 -0.15
2001-08-14 6.08 12.24 -3.79 -0.16
2001-08-15 9.22 12.24 -3.79 -0.17
2001-08-16 8.13 12.24 -3.79 -0.18
2001-08-17 9.82 12.23 -3.79 -0.19
2001-08-18 8.42 12.23 -3.79 -0.20
2001-08-19 8.92 12.23 -3.79 -0.21
2001-08-20 6.76 12.23 -3.79 -0.22
2001-08-21 8.23 12.22 -3.79 -0.23
2001-08-22 8.29 12.22 -3.79 -0.24
2001-08-23 5.48 12.22 -3.79 -0.26
2001-08-24 8.43 12.22 -3.79 -0.27
2001-08-25 8.38 12.21 -3.79 -0.28
2001-08-26 9.02 12.21 -3.79 -0.29
2001-08-27 7.24 12.21 -3.79 -0.30
2001-08-28 7.83 12.20 -3.79 -0.31
2001-08-29 8.24 12.20 -3.79 -0.33
2001-08-30 6.25 12.20 -3.79 -0.34
2001-08-31 5.70 12.20 -3.79 -0.35
2001-09-01 8.05 12.19 -3.79 -0.36
2001-09-02 7.73 12.19 -3.79 -0.37
2001-09-03 5.38 12.19 -3.79 -0.39
2001-09-04 7.38 12.18 -3.79 -0.40
2001-09-05 11.73 12.18 -3.79 -0.41
2001-09-06 10.27 12.18 -3.79 -0.42
2001-09-07 7.79 12.18 -3.79 -0.44
2001-09-09 8.30 12.17 -3.79 -0.46
2001-09-10 6.24 12.17 -3.79 -0.47
2001-09-11 9.24 12.17 -3.79 -0.48
2001-09-12 9.01 12.16 -3.79 -0.50
2001-09-13 7.88 12.16 -3.79 -0.51
2001-09-14 9.15 12.16 -3.79 -0.52
2001-09-15 9.91 12.15 -3.79 -0.53
2001-09-16 8.93 12.13 -3.79 -0.54
2001-09-17 10.75 12.12 -3.79 -0.56
2001-09-18 11.16 12.11 -3.79 -0.57
2001-09-19 8.54 12.10 -3.79 -0.58
2001-09-20 8.09 12.08 -3.79 -0.59
2001-09-21 9.22 12.07 -3.79 -0.60
2001-09-22 7.21 12.06 -3.79 -0.61
2001-09-23 7.75 12.04 -3.79 -0.62
2001-09-24 9.20 12.03 -3.79 -0.63
2001-09-25 7.28 12.02 -3.79 -0.64
2001-09-26 10.63 12.01 -3.79 -0.65
2001-09-27 7.55 11.99 -3.79 -0.66
2001-09-28 10.03 11.98 -3.79 -0.67
2001-09-29 9.55 11.97 -3.79 -0.68
2001-09-30 10.06 11.96 -3.79 -0.69
2001-10-01 8.76 11.94 -3.79 -0.70
2001-10-03 8.11 11.93 -3.79 -0.72
2001-10-04 6.60 11.92 -3.79 -0.73
2001-10-05 6.79 11.90 -3.79 -0.73
2001-10-06 8.19 11.89 -3.79 -0.74
2001-10-07 8.09 11.88 -3.79 -0.75
2001-10-08 7.08 11.87 -3.79 -0.75
2001-10-09 9.90 11.85 -3.79 -0.76
2001-10-10 6.94 11.84 -3.79 -0.77
2001-10-11 8.59 11.83 -3.79 -0.77
2001-10-12 5.73 11.81 -3.79 -0.78
2001-10-13 6.96 11.80 -3.79 -0.78
2001-10-14 8.68 11.79 -3.79 -0.79
2001-10-15 8.60 11.78 -3.79 -0.79
2001-10-16 5.50 11.76 -3.79 -0.80
2001-10-17 5.79 11.75 -3.79 -0.80
2001-10-18 6.70 11.74 -3.79 -0.80
2001-10-19 6.59 11.73 -3.79 -0.81
2001-10-20 5.90 11.71 -3.79 -0.81
2001-10-21 7.50 11.70 -3.79 -0.81
2001-10-22 6.00 11.69 -3.79 -0.81
2001-10-23 7.92 11.67 -3.79 -0.81
2001-10-24 9.14 11.66 -3.79 -0.81
2001-10-25 5.26 11.65 -3.79 -0.81
2001-10-26 8.69 11.64 -3.79 -0.81
2001-10-27 8.88 11.62 -3.79 -0.81
2001-10-28 6.73 11.61 -3.79 -0.81
2001-10-29 7.16 11.60 -3.79 -0.81
2001-10-30 6.35 11.59 -3.79 -0.81
2001-10-31 6.46 11.57 -3.79 -0.80
2001-11-01 8.95 11.56 -3.79 -0.80
2001-11-02 7.77 11.55 -3.79 -0.80
2001-11-03 6.68 11.53 -3.79 -0.79
2001-11-04 7.59 11.52 -3.79 -0.79
2001-11-05 8.06 11.51 -3.79 -0.78
2001-11-06 8.29 11.50 -3.79 -0.78
2001-11-07 7.82 11.48 -3.79 -0.77
2001-11-08 6.53 11.47 -3.79 -0.77
2001-11-09 7.78 11.46 -3.79 -0.76
2001-11-10 11.65 11.44 -3.79 -0.75
2001-11-11 6.48 11.43 -3.79 -0.74
2001-11-12 8.81 11.42 -3.79 -0.74
2001-11-13 6.49 11.41 -3.79 -0.73
2001-11-14 7.56 11.39 -3.79 -0.72
2001-11-15 6.31 11.38 -3.79 -0.71
2001-11-16 5.58 11.37 -3.79 -0.70
2001-11-17 5.73 11.36 -3.79 -0.69
2001-11-18 5.45 11.34 -3.79 -0.68
2001-11-19 7.54 11.33 -3.79 -0.67
2001-11-20 9.53 11.32 -3.79 -0.65
2001-11-21 7.04 11.30 -3.79 -0.64
2001-11-22 7.26 11.29 -3.79 -0.63
2001-11-23 5.75 11.28 -3.79 -0.62
2001-11-24 7.71 11.27 -3.79 -0.60
2001-11-25 5.93 11.25 -3.79 -0.59
2001-11-26 6.42 11.24 -3.79 -0.58
2001-11-27 6.11 11.23 -3.79 -0.56
2001-11-28 5.54 11.22 -3.79 -0.55
2001-11-29 3.97 11.20 -3.79 -0.53
2001-11-30 7.52 11.19 -3.79 -0.52
2001-12-01 5.58 11.18 -3.79 -0.50
2001-12-02 4.64 11.16 -3.79 -0.49
2001-12-03 3.93 11.15 -3.79 -0.47
2001-12-04 6.26 11.14 -3.79 -0.45
2001-12-05 7.00 11.13 -3.79 -0.44
2001-12-06 7.64 11.11 -3.79 -0.42
2001-12-07 6.00 11.10 -3.79 -0.40
2001-12-08 7.34 11.09 -3.79 -0.39
2001-12-09 6.03 11.07 -3.79 -0.37
2001-12-10 3.69 11.06 -3.79 -0.35
2001-12-11 4.98 11.05 -3.79 -0.33
2001-12-12 2.74 11.04 -3.79 -0.31
2001-12-15 4.15 11.02 -3.79 -0.26
2001-12-16 9.52 11.01 -3.79 -0.24
2001-12-20 5.32 11.00 -3.79 -0.16
2001-12-21 6.04 10.99 -3.79 -0.14
2001-12-22 6.16 10.97 -3.79 -0.12
2001-12-23 3.67 10.96 -3.79 -0.10
2001-12-24 3.81 10.95 -3.79 -0.08
2001-12-26 4.85 10.93 -3.79 -0.04
2001-12-27 5.18 10.92 -3.79 -0.02
2001-12-28 2.95 10.91 -3.79 -0.00
2001-12-29 5.41 10.90 -3.79 0.02
2001-12-30 6.16 10.88 -3.79 0.04
2001-12-31 4.41 10.87 -3.79 0.06
2002-01-01 3.61 10.86 -3.79 0.08
2002-01-02 6.73 10.85 -3.79 0.10
2002-01-03 6.10 10.83 -3.79 0.12
2002-01-04 7.77 10.82 -3.79 0.14
2002-01-05 6.05 10.81 -3.79 0.15
2002-01-06 7.66 10.79 -3.79 0.17
2002-01-07 9.73 10.78 -3.79 0.19
2002-01-08 6.40 10.77 -3.79 0.21
2002-01-09 8.74 10.76 -3.79 0.23
2002-01-10 10.72 10.74 -3.79 0.25
2002-01-11 8.49 10.73 -3.79 0.27
2002-01-12 8.33 10.72 -3.79 0.29
2002-01-13 6.98 10.71 -3.79 0.30
2002-01-14 8.61 10.69 -3.79 0.32
2002-01-15 9.24 10.68 -3.79 0.34
2002-01-16 8.47 10.67 -3.79 0.36
2002-01-17 7.34 10.65 -3.79 0.37
